Product Id,Product Type,Product,Type,Market Size,Market,State,Budget Sales,Budget Profit,Cogs,Profit,Sales,Total Expenses,Date
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,30,20,18,9,44,17,06-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,50,30,24,18,60,18,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,80,20,40,24,99,35,06-01-2010
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,110,10,53,-2,128,77,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,200,70,81,50,177,46,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,120,50,48,34,110,28,06-01-2010
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,130,20,59,19,133,55,06-01-2010
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,270,50,110,24,264,130,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,220,90,91,63,212,58,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,110,50,47,40,125,38,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,120,60,59,58,144,27,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,90,40,37,33,92,22,06-01-2010
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,50,20,20,15,51,16,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,120,10,53,-2,128,77,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,100,30,46,19,108,43,06-01-2010
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,220,100,92,79,232,61,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,130,40,76,32,169,61,06-01-2010
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,110,50,65,36,142,41,06-01-2010
11,Tea,Darjeeling,Regular,Major Market,East,Florida,110,50,43,38,105,24,06-01-2010
13,Tea,Green Tea,Regular,Major Market,East,Florida,150,70,59,58,144,27,06-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,250,40,110,25,264,129,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,200,80,91,63,212,58,06-01-2010
2,Coffee,Columbian,Regular,Major Market,East,Florida,260,110,111,99,278,68,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,260,100,118,105,282,59,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,80,30,48,35,110,27,06-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,100,30,59,19,133,55,06-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,130,40,81,49,177,47,06-01-2010
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,60,30,24,19,60,17,06-01-2010
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,40,20,18,10,44,16,06-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,100,10,44,-3,111,70,06-01-2010
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,290,100,149,83,298,66,06-01-2010
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,610,530,54,547,649,48,06-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,80,20,51,12,115,52,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,60,30,23,17,58,18,06-01-2010
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,32,43,11,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,120,20,52,-4,125,77,06-01-2010
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,70,0,35,-3,78,46,06-01-2010
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,130,50,56,41,138,41,06-01-2010
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,140,60,62,42,156,52,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,60,10,36,0,82,46,06-01-2010
11,Tea,Darjeeling,Regular,Major Market,East,New York,320,150,123,133,301,45,06-01-2010
12,Tea,Earl Grey,Regular,Major Market,East,New York,290,140,113,121,276,42,06-01-2010
13,Tea,Green Tea,Regular,Major Market,East,New York,240,120,94,99,230,37,06-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,70,-210,144,-236,72,164,06-01-2010
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,660,340,260,318,675,97,06-01-2010
2,Coffee,Columbian,Regular,Major Market,East,New York,840,350,356,357,890,177,06-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,520,220,271,263,669,135,06-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,150,-100,244,-143,198,97,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Louisiana,80,30,40,23,99,36,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,South,Louisiana,110,10,53,-3,128,78,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,South,Louisiana,100,40,47,41,125,37,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,100,40,48,36,111,27,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,160,40,76,32,169,61,06-01-2010
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,130,60,43,40,107,24,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,180,90,59,58,144,27,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,South,New Mexico,80,20,41,14,96,41,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,South,New Mexico,60,0,35,-3,78,46,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,South,New Mexico,100,0,52,-3,125,76,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,South,New Mexico,50,20,23,18,58,17,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,South,New Mexico,60,10,32,8,70,30,06-01-2010
2,Coffee,Columbian,Regular,Small Market,South,New Mexico,190,80,62,43,156,51,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,New Mexico,170,-20,116,-34,141,59,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Oklahoma,230,90,111,99,278,68,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,South,Oklahoma,240,100,118,105,282,59,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,South,Oklahoma,30,20,18,10,44,16,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Oklahoma,130,30,59,19,133,55,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,South,Oklahoma,250,40,110,25,264,129,06-01-2010
2,Coffee,Columbian,Regular,Small Market,South,Oklahoma,120,50,43,29,99,27,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Oklahoma,70,30,24,19,60,17,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,South,Texas,190,90,94,99,230,37,06-01-2010
4,Espresso,Caffe Latte,Regular,Major Market,South,Texas,110,40,54,33,135,48,06-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,South,Texas,230,120,113,120,276,43,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,South,Texas,110,40,50,24,118,44,06-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,South,Texas,90,30,38,20,93,35,06-01-2010
2,Coffee,Columbian,Regular,Major Market,South,Texas,660,270,244,192,532,96,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,South,Texas,230,100,83,68,190,39,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,West,Utah,80,40,36,31,89,22,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,West,Utah,100,40,48,35,111,28,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Utah,80,40,37,34,92,21,06-01-2010
1,Coffee,Amaretto,Regular,Small Market,West,Utah,170,60,65,36,142,41,06-01-2010
2,Coffee,Columbian,Regular,Small Market,West,Utah,130,50,46,19,108,43,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Utah,120,50,56,42,138,40,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,West,Utah,130,50,62,42,156,52,06-01-2010
10,Herbal Tea,Mint,Decaf,Small Market,West,Utah,120,-10,116,-33,141,58,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,West,Utah,80,0,52,-3,125,76,06-01-2010
12,Tea,Earl Grey,Regular,Small Market,West,Utah,60,20,41,14,96,41,06-01-2010
13,Tea,Green Tea,Regular,Small Market,West,Utah,50,10,35,-3,78,46,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Utah,210,70,76,32,169,61,06-01-2010
4,Espresso,Caffe Latte,Regular,Major Market,West,California,500,180,260,165,521,96,06-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,West,California,330,50,144,36,345,165,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,West,California,600,230,272,240,634,122,06-01-2010
1,Coffee,Amaretto,Regular,Major Market,West,California,120,-110,141,-113,96,68,06-01-2010
2,Coffee,Columbian,Regular,Major Market,West,California,1110,500,356,357,890,177,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,West,California,260,140,123,133,301,45,06-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,West,California,460,190,244,192,532,96,06-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,West,California,160,60,83,67,190,40,06-01-2010
11,Tea,Darjeeling,Regular,Major Market,West,California,180,90,113,120,276,43,06-01-2010
12,Tea,Earl Grey,Regular,Major Market,West,California,150,80,94,98,230,38,06-01-2010
13,Tea,Green Tea,Regular,Major Market,West,California,90,30,54,32,135,49,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,West,California,210,-140,200,-142,169,111,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,West,Nevada,40,30,0,31,43,12,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,West,Nevada,50,20,23,18,58,17,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Nevada,50,20,21,15,53,17,06-01-2010
2,Coffee,Columbian,Regular,Small Market,West,Nevada,100,20,36,0,82,46,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Nevada,300,50,144,37,345,164,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,West,Nevada,420,170,200,166,478,112,06-01-2010
10,Herbal Tea,Mint,Decaf,Small Market,West,Nevada,300,130,141,136,345,68,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,West,Nevada,430,190,272,241,634,121,06-01-2010
12,Tea,Earl Grey,Regular,Small Market,West,Nevada,350,120,260,165,521,96,06-01-2010
13,Tea,Green Tea,Regular,Small Market,West,Nevada,0,-250,271,-369,37,135,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Nevada,80,20,32,8,70,30,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,West,Oregon,110,30,51,11,115,53,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,West,Oregon,110,40,50,24,118,44,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Oregon,280,90,149,83,298,66,06-01-2010
1,Coffee,Amaretto,Regular,Small Market,West,Oregon,130,30,44,-6,107,69,06-01-2010
2,Coffee,Columbian,Regular,Small Market,West,Oregon,140,40,47,4,112,61,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Oregon,60,40,28,22,69,19,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,West,Oregon,80,30,43,30,99,26,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,West,Oregon,20,10,18,9,44,17,06-01-2010
12,Tea,Earl Grey,Regular,Small Market,West,Oregon,180,70,111,100,278,67,06-01-2010
13,Tea,Green Tea,Regular,Small Market,West,Oregon,190,80,118,105,282,59,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Oregon,110,40,38,20,93,35,06-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,West,Washington,100,40,48,34,110,28,06-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,West,Washington,120,20,59,18,133,56,06-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Washington,160,60,81,49,177,47,06-01-2010
2,Coffee,Columbian,Regular,Small Market,West,Washington,240,110,79,66,193,48,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,200,90,92,79,232,61,06-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,90,50,43,40,107,24,06-01-2010
11,Tea,Darjeeling,Regular,Small Market,West,Washington,80,30,47,41,125,37,06-01-2010
12,Tea,Earl Grey,Regular,Small Market,West,Washington,60,20,40,24,99,35,06-01-2010
13,Tea,Green Tea,Regular,Small Market,West,Washington,80,0,53,-3,128,78,06-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,330,90,110,24,264,130,06-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,250,80,145,81,291,65,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,80,0,39,-10,95,66,07-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,90,20,47,21,110,42,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,100,20,51,12,115,52,07-01-2010
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,90,20,50,23,109,36,07-01-2010
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,80,30,41,27,94,26,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,270,140,94,98,230,38,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,150,50,52,31,131,48,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,320,150,127,139,312,46,07-01-2010
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,260,120,104,111,256,41,07-01-2010
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,200,80,87,71,199,41,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,220,120,104,111,256,41,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,170,70,87,72,199,40,07-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,270,150,127,139,312,46,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,200,90,94,99,230,37,07-01-2010
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,110,30,52,31,131,48,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,800,340,291,259,678,128,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,620,220,266,168,532,98,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,390,170,154,150,376,72,07-01-2010
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,590,230,238,208,567,121,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,590,240,291,258,678,129,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,330,150,154,150,376,72,07-01-2010
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,460,150,266,167,532,99,07-01-2010
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,520,170,270,197,602,135,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,50,20,20,13,49,16,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,31,43,12,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,50,20,23,12,54,19,07-01-2010
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,60,30,25,17,61,19,07-01-2010
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,70,20,34,9,75,32,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,120,10,59,-1,141,83,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,140,0,120,-12,169,61,07-01-2010
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,90,30,44,17,103,42,07-01-2010
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,70,0,40,1,89,48,07-01-2010
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,70,0,36,0,82,46,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,100,40,35,32,87,20,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,110,50,39,35,96,22,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,130,40,60,32,132,40,07-01-2010
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,170,40,76,31,169,62,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,30,20,18,9,44,17,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,50,40,23,16,57,18,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,250,100,114,104,286,68,07-01-2010
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,290,110,141,128,336,67,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,340,120,145,81,291,65,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,130,30,51,11,115,53,07-01-2010
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,110,40,47,20,110,43,07-01-2010
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,80,30,34,18,85,33,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,90,0,39,-9,95,65,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,90,40,39,29,104,36,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,120,60,59,58,144,27,07-01-2010
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,70,10,36,21,90,33,07-01-2010
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,90,0,47,-6,113,72,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,220,90,86,56,189,47,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,130,60,50,36,115,29,07-01-2010
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,130,20,59,18,133,56,07-01-2010
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,310,60,124,32,297,141,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,230,80,97,71,227,59,07-01-2010
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,90,50,35,32,87,20,07-01-2010
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,50,20,20,15,51,16,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,130,40,76,32,169,61,07-01-2010
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,100,40,60,33,132,39,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,110,20,47,-5,113,71,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,90,20,43,16,100,41,07-01-2010
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,210,90,90,75,225,60,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,East,Florida,110,50,45,41,110,24,07-01-2010
13,Tea,Green Tea,Regular,Major Market,East,Florida,150,70,59,58,144,27,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,80,30,50,36,115,29,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,100,30,59,19,133,55,07-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,140,50,86,55,189,48,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,290,60,124,32,297,141,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,220,80,97,71,227,59,07-01-2010
2,Coffee,Columbian,Regular,Major Market,East,Florida,270,120,114,104,286,68,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,310,130,141,129,336,66,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,60,30,23,16,57,18,07-01-2010
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,40,20,18,9,44,17,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,80,20,51,11,115,53,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,100,20,39,7,111,65,07-01-2010
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,280,100,145,81,291,65,07-01-2010
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,630,560,52,564,665,49,07-01-2010
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,60,30,25,17,61,19,07-01-2010
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,31,43,12,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,60,10,36,0,82,46,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,130,10,59,-1,141,83,07-01-2010
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,80,10,40,0,89,49,07-01-2010
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,140,70,61,49,151,41,07-01-2010
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,150,60,64,43,160,53,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,East,New York,330,160,127,138,312,47,07-01-2010
12,Tea,Earl Grey,Regular,Major Market,East,New York,270,120,104,111,256,41,07-01-2010
13,Tea,Green Tea,Regular,Major Market,East,New York,240,120,94,98,230,38,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,610,310,270,388,793,135,07-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,150,-110,260,-164,198,102,07-01-2010
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,530,190,266,182,546,98,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,70,-240,162,-266,77,181,07-01-2010
2,Coffee,Columbian,Regular,Major Market,East,New York,860,370,364,370,912,178,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,180,90,59,58,144,27,07-01-2010
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,120,50,40,36,99,23,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,100,40,46,32,106,28,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,160,40,76,31,169,62,07-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,South,Louisiana,90,0,47,-6,113,72,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,South,Louisiana,80,30,39,30,104,35,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Louisiana,70,20,36,21,90,33,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,New Mexico,210,10,120,-11,169,60,07-01-2010
2,Coffee,Columbian,Regular,Small Market,South,New Mexico,200,70,64,44,160,52,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,South,New Mexico,50,20,25,17,61,19,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,South,New Mexico,70,20,34,10,75,31,07-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,South,New Mexico,70,10,40,1,89,48,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,South,New Mexico,120,0,59,-1,141,83,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,South,New Mexico,80,20,44,18,103,41,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Oklahoma,70,40,23,16,57,18,07-01-2010
2,Coffee,Columbian,Regular,Small Market,South,Oklahoma,110,40,41,28,94,25,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,South,Oklahoma,290,60,124,32,297,141,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Oklahoma,130,30,59,19,133,55,07-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,South,Oklahoma,280,110,141,128,336,67,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,South,Oklahoma,30,20,18,9,44,17,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Oklahoma,240,100,114,103,286,69,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,South,Texas,240,110,87,71,199,41,07-01-2010
2,Coffee,Columbian,Regular,Major Market,South,Texas,700,290,260,206,567,101,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,South,Texas,80,30,34,19,85,32,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,South,Texas,100,30,47,20,110,43,07-01-2010
4,Espresso,Caffe Latte,Regular,Major Market,South,Texas,110,40,52,30,131,49,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,South,Texas,220,120,104,112,256,40,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Major Market,South,Texas,190,90,94,98,230,38,07-01-2010
1,Coffee,Amaretto,Regular,Small Market,West,Utah,160,60,60,32,132,40,07-01-2010
2,Coffee,Columbian,Regular,Small Market,West,Utah,120,40,43,16,100,41,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Utah,130,60,61,48,151,42,07-01-2010
9,Herbal Tea,Lemon,Decaf,Small Market,West,Utah,140,60,64,44,160,52,07-01-2010
10,Herbal Tea,Mint,Decaf,Small Market,West,Utah,140,-10,120,-12,169,61,07-01-2010
11,Tea,Darjeeling,Regular,Small Market,West,Utah,90,10,59,0,141,82,07-01-2010
12,Tea,Earl Grey,Regular,Small Market,West,Utah,70,30,44,17,103,42,07-01-2010
13,Tea,Green Tea,Regular,Small Market,West,Utah,60,20,40,1,89,48,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Utah,210,70,76,31,169,62,07-01-2010
4,Espresso,Caffe Latte,Regular,Small Market,West,Utah,90,50,39,36,96,21,07-01-2010
5,Espresso,Caffe Mocha,Regular,Small Market,West,Utah,100,40,46,32,106,28,07-01-2010
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Utah,80,40,35,31,87,21,07-01-2010
1,Coffee,Amaretto,Regular,Major Market,West,California,100,-150,154,-138,87,71,07-01-2010
2,Coffee,Columbian,Regular,Major Market,West,California,1140,530,364,370,912,178,07-01-2010
8,Herbal Tea,Chamomile,Decaf,Major Market,West,California,270,150,127,139,312,46,07-01-2010
9,Herbal Tea,Lemon,Decaf,Major Market,West,California,490,200,260,205,567,102,07-01-2010
10,Herbal Tea,Mint,Decaf,Major Market,West,California,170,70,87,72,199,40,07-01-2010
11,Tea,Darjeeling,Regular,Major Market,West,California,170,100,104,112,256,40,07-01-2010
12,Tea,Earl Grey,Regular,Major Market,West,California,150,80,94,98,230,38,07-01-2010
13,Tea,Green Tea,Regular,Major Market,West,California,80,20,52,30,131,49,07-01-2010
3,Coffee,Decaf Irish Cream,Decaf,Major Market,West,California,250,-150,238,-157,202,121,07-01-2010
4,Espresso,Caffe Latte,Regular,Major Market,West,California,510,170,266,167,532,99,07-01-2010
5,Espresso,Caffe Mocha,Regular,Major Market,West,California,370,60,162,45,387,180,07-01-2010
